example_id,target_text,context_text,guess,clarification_request,affirmation,other,num_context_turns,target_normalized
195,e dentro la boxo violo,"Please try to fill in the blank in Italian.
e encanta all'boxo viola
Remember that  ""is inside of the"" is  ""e dentro la""",1,0,0,0,3,e dentro la boxo violo
197,How do I say blue?,"Please try to fill in the blank in Italian.
How do I say bunny
Okay, I'll give you a hint.  ""tree"" is  ""l'albero""
How do I say under
OK,  ""is under the"" is ""e sotto""",0,1,0,0,5,how do i say blue
198,il coniglio e dietro giallo carne.,"""Yellow"" is ""giallo"". Please try to fill in the blank in Italian.
what is the word for behind?
Remember that  ""is behind the"" is ""e dietro il""",1,0,0,0,3,il coniglio e dietro giallo carne
200,What's bunny?,"Please try to fill in the blank in Italian.
What's bunny?
Okay, I'll give you a hint.  ""tree"" is  ""all'albero""",0,1,0,0,3,what's bunny
201,I know the word gatto from the instructions and giallo from what you taught me before.,Please try to fill in the blank in Italian.,0,0,1,0,1,i know the word gatto from the instructions and giallo from what you taught me before
202,e accanto al arbio purplio,Please try to fill in the blank in Italian.,1,0,0,0,1,e accanto al arbio purplio
207,"Oh yeah, I remember that.","Please try to fill in the blank in Italian.
I don't know how to say ""in front of"".
Okay, I'll give you a hint.  ""is in front of the"" is ""e di fronte alla""",0,0,1,0,3,oh yeah i remember that
208,"Okay, is it il cane di fronte alla bed viola","Please try to fill in the blank in Italian.
how do you say purple?
OK,  ""purple"" is ""viola""",1,0,0,0,3,okay is it il cane di fronte alla bed viola
209,il gatto e dentro la all'albero viola,Please try to fill in the blank in Italian.,1,0,0,0,1,il gatto e dentro la all'albero viola
210,et proximo il botano rojo.,"""Is Next To The"" is ""e vicino alla"". Please try to fill in the blank in Italian.",1,0,0,0,1,et proximo il botano rojo
212,Oh I remember you saying that.,"""Tree"" is ""all'albero"". Please try to fill in the blank in Italian.
What is tree in Italian?
Okay, I'll give you a hint.  ""tree"" is  ""all'albero""",0,0,1,0,3,oh i remember you saying that
213,"The only thing I'm confused about it how to say ""is behind the"" in Italian. Can you help?",Please try to fill in the blank in Italian.,0,1,0,0,1,the only thing i'm confused about it how to say is behind the in italian can you help
215,how do you say red?,Please try to fill in the blank in Italian.,0,1,0,0,1,how do you say red
216,blue?,"Please try to fill in the blank in Italian.
what is nest to ?
all' (""to the"" is prepended to the following word when it begins with a vowel.  This is a contraction of al (""to"") and l' (""the"")",0,1,0,0,3,blue
220,il coniglio e sotto tree?,"""Is Under The"" is ""e sotto"". Please try to fill in the blank in Italian.",1,0,0,0,1,il coniglio e sotto tree
222,la borsa e dietro la scatola blu,"Please try to fill in the blank in Italian.
what is purple in italian?
Okay, I'll give you a hint.  ""purple"" is ""viola""
what is is behind the in italian
Okay, I'll give you a hint.  ""is behind the"" is ""e dietro la""",1,0,0,0,5,la borsa e dietro la scatola blu
223,tavolo,"""Table"" is ""tavolo"". Please try to fill in the blank in Italian.
il cane tavolo
OK,  ""is next to the"" is  ""e accanto al""
avolo
OK,  ""blue"" is ""blu""
blu
OK,  ""table"" is "" tavolo""
tavolo
al (""to the"", or ""of the"") is used when the following word (tavolo) is masculine and a singular object.  It is a contraction of the words a (""to"") and il (""the"").",0,1,0,0,9,tavolo
224,"What is the word for ""blue""?","Please try to fill in the blank in Italian.
How do you say ""is next to""?
Well,  ""is next to the"" is ""e accanto al""",0,1,0,0,3,what is the word for blue
227,And how do you say bunny?,"Please try to fill in the blank in Italian.
How do you say in front of?
Hmm...  ""is in front of the"" is ""e di fronte al""",0,1,0,0,3,and how do you say bunny
229,"Is it ""e di fronte al letto""?","""Is In Front Of The"" is ""e di fronte al"". Please try to fill in the blank in Italian.
Okay.  But what's the word for ""red bed""?
OK,  ""bed"" is  ""letto""",1,0,0,0,3,is it e di fronte al letto
230,es en la fronta de pinke scatola,"""Box"" is ""scatola"". Please try to fill in the blank in Italian.",1,0,0,0,1,es en la fronta de pinke scatola
231,"""il cane e dietro all'aletro juno""?",Please try to fill in the blank in Italian.,1,0,0,0,1,il cane e dietro all'aletro juno
232,so how do you say is next to the in Italian?,"Please try to fill in the blank in Italian.
What is the word for plant in Italian?
Okay, I'll give you a hint.  ""plant"" is  ""pianta""
I think yellow is gialla correct?
OK,  ""yellow"" is ""gialla""",0,1,0,0,5,so how do you say is next to the in italian
234,"what's a prepositional phrase--like, e dietro la?","Please try to fill in the blank in Italian.
e vicino alla bota tyrio
Hmm...  ""is behind the"" is  ""e dietro la""
e dietro la bota tyrio
Well,  ""box"" is  ""scatola""
e dietro la bota scatola tyrio
Remember that  ""purple"" is  ""viola""
e dietro la bota scatola viola
Prepositional phrases separate the two noun phrases.",0,1,0,0,9,what's a prepositional phraselike e dietro la
235,"Okay, good.  Is it ""e di letto""?","Please try to fill in the blank in Italian.
What is the word for ""bed""?
OK,  ""bed"" is  ""letto""",1,0,1,0,3,okay good is it e di letto
236,What's bunny?,"Please try to fill in the blank in Italian.
What's bunny?
Okay, I'll give you a hint.  ""tree"" is  ""all'albero""
What's bunny?
all' (""to the"" is prepended to the following word when it begins with a vowel.  This is a contraction of al (""to"") and l' (""the"")",0,1,0,0,5,what's bunny
237,e vicino al arborio purplio,"Please try to fill in the blank in Italian.
e accanto al arbio purplio
Okay, I'll give you a hint.  ""is next to the"" is  ""e vicino""
I thought next to was e accanto?
all' (""to the"" is prepended to the following word when it begins with a vowel.  This is a contraction of al (""to"") and l' (""the"")",1,0,0,0,5,e vicino al arborio purplio
238,how do you say behind?,Please try to fill in the blank in Italian.,0,1,0,0,1,how do you say behind
239,What is the word for tree again?,"""Red"" is ""rosso"". Please try to fill in the blank in Italian.",0,1,0,0,1,what is the word for tree again
240,"How do you say ""is behind""?",Please try to fill in the blank in Italian.,0,1,0,0,1,how do you say is behind
241,No can you tell me?,"""Tree"" is ""all'albero"". Please try to fill in the blank in Italian.
What is tree in Italian?
Okay, I'll give you a hint.  ""tree"" is  ""all'albero""
Oh I remember you saying that.
Do you know how to say is in front of the?",0,1,0,0,5,no can you tell me
244,e di fronte alla scatola blu?,"Please try to fill in the blank in Italian.
Is blue, azul?
OK,  ""blue"" is ""blu""
Oh okay! That seems easy enough.
Why don't you try filling in what you can.",1,0,0,0,5,e di fronte alla scatola blu
247,il cane tavolo,"""Table"" is ""tavolo"". Please try to fill in the blank in Italian.",1,0,0,0,1,il cane tavolo
249,what is pink?,"Please try to fill in the blank in Italian.
what is behind
Remember that  ""is behind the"" is ""e dietro il""
what is pink cat?
OK,  ""cat"" is  ""gatto""",0,1,0,0,5,what is pink
250,I don't remember how to say is behind the in Italian. Can you help?,Please try to fill in the blank in Italian.,0,1,0,0,1,i don't remember how to say is behind the in italian can you help
254,what is the word for bed again?,Please try to fill in the blank in Italian.,0,1,0,0,1,what is the word for bed again
255,Can you tell me how to say in front of the in Italian?,"""Purple"" is ""viola"". Please try to fill in the blank in Italian.",0,1,0,0,1,can you tell me how to say in front of the in italian
257,"is it, il coniglio e di fronte alla penke scatola?","""Box"" is ""scatola"". Please try to fill in the blank in Italian.
es en la fronta de pinke scatola
Hmm...  ""is in front of the"" is  ""e di fronte alla""",1,0,0,0,3,is it il coniglio e di fronte alla penke scatola
258,"Is pink ""rossa"" in Italian?",Please try to fill in the blank in Italian.,0,1,0,0,1,is pink rossa in italian
260,How do I say tree?,"Please try to fill in the blank in Italian.
How do I say next to
Well,  ""is next to the"" is ""e vicino""",0,1,0,0,3,how do i say tree
262,What is the word for red?,"""Is On Top Of The"" is ""e in cima al"". Please try to fill in the blank in Italian.
What is the word for table?
Remember that  ""table"" is  ""tavolo""",0,1,0,0,3,what is the word for red
265,Is a bunny masculine or feminine?,"""Is Inside Of The"" is ""e dentro la"". Please try to fill in the blank in Italian.
What is yellow box in Italian?
Okay, I'll give you a hint.  ""box"" is  ""scatola""
What is yellow in Italian?
Okay, I'll give you a hint.  ""yellow"" is ""gialla""
Is the answer il coniglio e dentro la gialla scatola?
gialla is the feminine form, because the noun it modifies (scatola) is feminine.",0,1,0,0,7,is a bunny masculine or feminine
266,e sotto il tablo rosa,"Please try to fill in the blank in Italian.
What is the phrase for under?
OK,  ""is under the"" is ""e sotto il""",1,0,0,0,3,e sotto il tablo rosa
268,e dentro la alla scatola rossa is the correct answer,"Please try to fill in the blank in Italian.
How do you say is inside of?
Okay, I'll give you a hint.  ""is inside of the"" is ""e dentro la""",1,0,0,0,3,e dentro la alla scatola rossa is the correct answer
270,how do you say blue tree?,"""Is Under The"" is ""e sotto"". Please try to fill in the blank in Italian.
il coniglio e sotto
Can you give me your best guess?
il coniglio e sotto.
Can you give me your best guess?",0,1,0,0,5,how do you say blue tree
277,il gatto e di fronte al coniglio rosa,"Please try to fill in the blank in Italian.
How do you say in front of?
Hmm...  ""is in front of the"" is ""e di fronte al""
And how do you say bunny?
Well,  ""bunny"" is  ""coniglio""",1,0,0,0,5,il gatto e di fronte al coniglio rosa
278,what is cat?,"Please try to fill in the blank in Italian.
what is behind?
Okay, I'll give you a hint.  ""is behind the"" is ""e dietro il""
what is red?
Remember that  ""red"" is ""rosso""",0,1,0,0,5,what is cat
279,e in cima al letto amarillo is my guess then.,"Please try to fill in the blank in Italian.
Okay. Can you remind me how to say is on top of again?
Remember that  ""is on top of the"" is ""e in cima al""",1,0,0,0,3,e in cima al letto amarillo is my guess then
280,"OK, but what is blue box in Italian?","""Is Behind The"" is ""e dietro la"". Please try to fill in the blank in Italian.",0,1,1,0,1,ok but what is blue box in italian
281,"How do you say ""is inside""?",Please try to fill in the blank in Italian.,0,1,0,0,1,how do you say is inside
284,il coniglio e dentro la gialla scatola,"""Is Inside Of The"" is ""e dentro la"". Please try to fill in the blank in Italian.
What is yellow box in Italian?
Okay, I'll give you a hint.  ""box"" is  ""scatola""
What is yellow in Italian?
Okay, I'll give you a hint.  ""yellow"" is ""gialla""
Is the answer il coniglio e dentro la gialla scatola?
gialla is the feminine form, because the noun it modifies (scatola) is feminine.
Is a bunny masculine or feminine?
Prepositional phrases separate the two noun phrases.",1,0,0,0,9,il coniglio e dentro la gialla scatola
285,What is Italian for is under the?,Please try to fill in the blank in Italian.,0,1,0,0,1,what is italian for is under the
286,il gatto e vicino verde al albero,"""Green"" is ""verde"". Please try to fill in the blank in Italian.
il gatto is next to the verde tree
Remember that  ""is next to the"" is  ""e vicino""
il gatto e vicino the verde tree
OK,  ""tree"" is  ""all'albero""
il gatto e vicino verde all albero
all' (""to the"" is prepended to the following word when it begins with a vowel.  This is a contraction of al (""to"") and l' (""the"")",1,0,0,0,7,il gatto e vicino verde al albero
288,il gatto e vicino al giallo cane?,"""Yellow"" is ""giallo"". Please try to fill in the blank in Italian.
How do I saw 'next to'?
Okay, I'll give you a hint.  ""is next to the"" is ""e vicino al""",1,0,0,0,3,il gatto e vicino al giallo cane
289,il cane e di fronte al l'letto viola?,"Please try to fill in the blank in Italian.
How do you say ""is in front of""?
Well,  ""is in front of the"" is ""e di fronte al""
How do you say ""bed""?
Well,  ""bed"" is  ""letto""",1,0,0,0,5,il cane e di fronte al l'letto viola
290,What is the word for blue?,Please try to fill in the blank in Italian.,0,1,0,0,1,what is the word for blue
292,What's bunny?,"Please try to fill in the blank in Italian.
What's bunny?
Okay, I'll give you a hint.  ""tree"" is  ""all'albero""
What's bunny?
all' (""to the"" is prepended to the following word when it begins with a vowel.  This is a contraction of al (""to"") and l' (""the"")
What's bunny?
Prepositional phrases separate the two noun phrases.",0,1,0,0,7,what's bunny
293,e in cima al,"Please try to fill in the blank in Italian.
What is the word for on top of?
Remember that  ""is on top of the"" is ""e in cima al""",1,0,0,0,3,e in cima al
294,Oh okay! That seems easy enough.,"Please try to fill in the blank in Italian.
Is blue, azul?
OK,  ""blue"" is ""blu""",0,0,1,0,3,oh okay that seems easy enough
295,Okay.  What is tree again?,"""Pink"" is ""rosa"". Please try to fill in the blank in Italian.",0,1,1,0,1,okay what is tree again
298,tavolo,"""Table"" is ""tavolo"". Please try to fill in the blank in Italian.
il cane tavolo
OK,  ""is next to the"" is  ""e accanto al""
avolo
OK,  ""blue"" is ""blu""
blu
OK,  ""table"" is "" tavolo""",0,1,0,0,7,tavolo
301,Okay! And what's the word for table?,"Please try to fill in the blank in Italian.
How would you say ""is on top of the"" in Italian?
Remember that  ""is on top of the"" is ""e in cima al""",0,1,0,0,3,okay and what's the word for table
303,"How do you say ""tree""?","Please try to fill in the blank in Italian.
How do you say ""is next to""?
Well,  ""is next to the"" is ""e vicino""",0,1,0,0,3,how do you say tree
304,"Okay.  So is it ""il de all'albero""?","Please try to fill in the blank in Italian.
How do I say ""tree"" in Italian?
Hmm...  ""tree"" is  ""all'albero""",1,0,1,0,3,okay so is it il de all'albero
306,"Ok, what is the word for purple?","""Bag"" is ""borsa"". Please try to fill in the blank in Italian.",0,1,0,0,1,ok what is the word for purple
309,How do you say purple?,"""Is In Front Of The"" is ""e di fronte al"". Please try to fill in the blank in Italian.
How do you say ""purple bunny""?
OK,  ""bunny"" is  ""coniglio""",0,1,0,0,3,how do you say purple
311,what is red?,"Please try to fill in the blank in Italian.
what is next to?
Remember that  ""is next to the"" is  ""e accanto al""
what is bunny?
Hmm...  ""bunny"" is  ""coniglio""",0,1,0,0,5,what is red
312,e dentro la scatola,"""Is Inside Of The"" is ""e dentro la"". Please try to fill in the blank in Italian.
The dog is inside of the box.
OK,  ""is inside of the"" is  ""e dentro la""
e dentro la
OK,  ""box"" is  ""scatola""",1,0,0,0,5,e dentro la scatola
313,e vacino al coniglio rossa perhaps?,"Please try to fill in the blank in Italian.
I really don't remember the word for bunny. Any help?
Hmm...  ""bunny"" is  ""coniglio""",1,0,0,0,3,e vacino al coniglio rossa perhaps
314,la borsa e di dietro la,"Please try to fill in the blank in Italian.
la borsa
Remember that  ""is behind the"" is  ""e dietro la""",1,1,0,0,3,la borsa e di dietro la
315,"Is it ""e di fronte coniglio rosso""?","Please try to fill in the blank in Italian.
Is the word for red ""rossa""?
Hmm...  ""red"" is ""rosso""
Okay, and what is the word for ""bunny""?
Okay, I'll give you a hint.  ""bunny"" is  ""coniglio""",1,0,0,0,5,is it e di fronte coniglio rosso
316,What is the word for yellow?,Please try to fill in the blank in Italian.,0,1,0,0,1,what is the word for yellow
317,What is the word under the?,Please try to fill in the blank in Italian.,0,1,0,0,1,what is the word under the
318,"How do you say ""bed""?","Please try to fill in the blank in Italian.
How do you say ""is in front of""?
Well,  ""is in front of the"" is ""e di fronte al""",0,1,0,0,3,how do you say bed
319,"Is the word for red ""rossa""?",Please try to fill in the blank in Italian.,0,1,0,0,1,is the word for red rossa
321,How do I say in front of?,"""Is In Front Of The"" is ""e di fronte al"". Please try to fill in the blank in Italian.
e di fronte al
OK,  ""bunny"" is  ""coniglio""",0,1,0,0,3,how do i say in front of
322,Could you remind me how to say bed in Italian?,"""Is On Top Of The"" is ""e in cima al"". Please try to fill in the blank in Italian.",0,1,0,0,1,could you remind me how to say bed in italian
324,"Is it ""la borsa e di fronte alla gialla scatola""?","""Box"" is ""scatola"". Please try to fill in the blank in Italian.
Okay, how do you say in front of?
OK,  ""is in front of the"" is ""e di fronte alla""
And how do you say yellow?
Okay, I'll give you a hint.  ""yellow"" is ""gialla""",1,0,0,0,5,is it la borsa e di fronte alla gialla scatola
325,what is the word for pink?,Please try to fill in the blank in Italian.,0,1,0,0,1,what is the word for pink
326,e dentro la scatola giallo is my first guess.,Please try to fill in the blank in Italian.,1,0,0,0,1,e dentro la scatola giallo is my first guess
328,How do I say under,"Please try to fill in the blank in Italian.
How do I say bunny
Okay, I'll give you a hint.  ""tree"" is  ""l'albero""",0,1,0,0,3,how do i say under
329,la pianta e in cima al rosso tavolo.,"Please try to fill in the blank in Italian.
What is the word for table again?
OK,  ""table"" is  ""tavolo""
What is the word for is on top of the again?
Well,  ""is on top of the"" is ""e in cima al""",1,0,0,0,5,la pianta e in cima al rosso tavolo
330,e vicino al rosa letto,"""Pink"" is ""rosa"". Please try to fill in the blank in Italian.
rosa
Okay, I'll give you a hint.  ""is next to the"" is  ""e vicino al""
e vicino al la rosa
Hmm...  ""bed"" is  ""letto""
e vicino al la rosa letto
al (""to the"", or ""of the"") is used when the following word (letto) is masculine and a singular object.  It is a contraction of the words a (""to"") and il (""the"").",1,0,0,0,7,e vicino al rosa letto
331,What is the word for tree?,"Please try to fill in the blank in Italian.
What is Italian for is under the?
Okay, I'll give you a hint.  ""is under the"" is ""e sotto""",0,1,0,0,3,what is the word for tree
335,What's bunny?,Please try to fill in the blank in Italian.,0,1,0,0,1,what's bunny
340,rosa,Please try to fill in the blank in Italian.,1,0,0,0,1,rosa
341,what is  the purple table?,"""Is Under The"" is ""e sotto il"". Please try to fill in the blank in Italian.
e sotto il
OK,  ""is under the"" is ""e sotto il""",0,1,0,0,3,what is the purple table
342,"The word for yellow is ""gialla,"" right?","Please try to fill in the blank in Italian.
I can't remember the word for ""box"".
Okay, I'll give you a hint.  ""box"" is  ""scatola""
Ok! ""Scatola"" is feminine, right?
OK,  ""is inside of the"" is ""e dentro la""",1,0,0,0,5,the word for yellow is gialla right
343,nexto il bunio amarillo,Please try to fill in the blank in Italian.,1,0,0,0,1,nexto il bunio amarillo
345,e ascanto il coniglio rosso,"Please try to fill in the blank in Italian.
what is next to?
Remember that  ""is next to the"" is  ""e accanto al""
what is bunny?
Hmm...  ""bunny"" is  ""coniglio""
what is red?
Okay, I'll give you a hint.  ""red"" is ""rosso""",1,0,0,0,7,e ascanto il coniglio rosso
347,e vicino alla bota tyrio,Please try to fill in the blank in Italian.,1,0,0,0,1,e vicino alla bota tyrio
348,What is Italian for in front of the?,Please try to fill in the blank in Italian.,0,1,0,0,1,what is italian for in front of the
349,and how do you say dog?,"Please try to fill in the blank in Italian.
how do you say behind?
Okay, I'll give you a hint.  ""is behind the"" is ""e dietro la""",0,1,0,0,3,and how do you say dog
350,il gatto e accanto al all'albero viola,"Please try to fill in the blank in Italian.
how do I say tree?
Remember that  ""tree"" is  ""all'albero""",1,0,0,0,3,il gatto e accanto al all'albero viola
351,"How do I say ""tree"" in Italian?",Please try to fill in the blank in Italian.,0,1,0,0,1,how do i say tree in italian
352,e di fronte alla scatola,"""Is In Front Of The"" is ""e di fronte alla"". Please try to fill in the blank in Italian.
e di fronte alla
Well,  ""box"" is  ""scatola""
Oh ok thanks
Okay, I'll give you a hint.  ""is in front of the"" is  ""e di fronte alla""",1,0,0,0,5,e di fronte alla scatola
353,il gatto e di fronte al viola coniglio,"""Is In Front Of The"" is ""e di fronte al"". Please try to fill in the blank in Italian.
How do you say ""purple bunny""?
OK,  ""bunny"" is  ""coniglio""
How do you say purple?
Well,  ""purple"" is ""viola""",1,0,0,0,5,il gatto e di fronte al viola coniglio
354,How do you say green?,Please try to fill in the blank in Italian.,0,1,0,0,1,how do you say green
355,la borsa,Please try to fill in the blank in Italian.,1,0,0,0,1,la borsa
357,"Is it ""il coniglio e sotto verde l'abero?""","""Is Under The"" is ""e sotto"". Please try to fill in the blank in Italian.
What is the word for green tree?
Remember that  ""tree"" is  ""l'albero""
What is the word for green?
Hmm...  ""green"" is ""verde""",1,0,0,0,5,is it il coniglio e sotto verde l'abero
358,what is in front of?,Please try to fill in the blank in Italian.,0,1,0,0,1,what is in front of
359,"Oh! Box is ""scatola"", right?","Please try to fill in the blank in Italian.
What is the word for ""blue""?
Hmm...  ""blue"" is ""blu""",1,0,1,0,3,oh box is scatola right
360,"how about 
""il gatto è di fronte al coniglio rosso""","""Is In Front Of The"" is ""e di fronte al"". Please try to fill in the blank in Italian.
ok, how do you say bunny?
OK,  ""bunny"" is  ""coniglio""
and how do you say red?
Okay, I'll give you a hint.  ""red"" is ""rosso""
then is the translation il gatto e di fronte a rosso coniglio
Remember that  ""is in front of the"" is  ""e di fronte al""",1,0,0,0,7,how about il gatto è di fronte al coniglio rosso
361,"Thanks, I knew that already. What is Italian for ""in front of""?","Please try to fill in the blank in Italian.
I know the Italian for box, but not for ""in front of""
OK,  ""box"" is  ""scatola""",0,1,1,0,3,thanks i knew that already what is italian for in front of
362,Ok i think I got it.,"""Tree"" is ""all'albero"". Please try to fill in the blank in Italian.
What is tree in Italian?
Okay, I'll give you a hint.  ""tree"" is  ""all'albero""
Oh I remember you saying that.
Do you know how to say is in front of the?
No can you tell me?
all' (""to the"" is prepended to the following word when it begins with a vowel.  This is a contraction of al (""to"") and l' (""the"")",0,0,1,0,7,ok i think i got it
363,"What is the word for ""bed""?",Please try to fill in the blank in Italian.,0,1,0,0,1,what is the word for bed
364,avolo,"""Table"" is ""tavolo"". Please try to fill in the blank in Italian.
il cane tavolo
OK,  ""is next to the"" is  ""e accanto al""",0,0,1,0,3,avolo
365,What is the word for plant?,"""Purple"" is ""viola"". Please try to fill in the blank in Italian.",0,1,0,0,1,what is the word for plant
366,Is the answer il coniglio e dentro la gialla scatola?,"""Is Inside Of The"" is ""e dentro la"". Please try to fill in the blank in Italian.
What is yellow box in Italian?
Okay, I'll give you a hint.  ""box"" is  ""scatola""
What is yellow in Italian?
Okay, I'll give you a hint.  ""yellow"" is ""gialla""",1,0,0,0,5,is the answer il coniglio e dentro la gialla scatola
367,"I don't know how to say ""in front of"".",Please try to fill in the blank in Italian.,0,1,0,0,1,i don't know how to say in front of
371,"How do you say ""is in front of the""?",Please try to fill in the blank in Italian.,0,1,0,0,1,how do you say is in front of the
372,How do I saw 'next to'?,"""Yellow"" is ""giallo"". Please try to fill in the blank in Italian.",0,1,0,0,1,how do i saw 'next to'
373,what is the word for blue again?,Please try to fill in the blank in Italian.,0,1,0,0,1,what is the word for blue again
374,il gatto e dietro rosso albero?,"""Red"" is ""rosso"". Please try to fill in the blank in Italian.
What is the word for tree again?
Okay, I'll give you a hint.  ""tree"" is  ""l'albero""
What is the word for behind again?
Well,  ""is behind the"" is ""e dietro""
il gatto e dietro rosso l'albero?
l' (""the"") is prepended to the following word when it begins with a vowel",1,0,0,0,7,il gatto e dietro rosso albero
375,how do you say next?,"Please try to fill in the blank in Italian.
How do you say pink?
Okay, I'll give you a hint.  ""pink"" is ""rosa""
How do you say tree?
Remember that  ""tree"" is  ""all'albero""",0,1,0,0,5,how do you say next
377,il cane e dietro rosa l'albero?,"""Pink"" is ""rosa"". Please try to fill in the blank in Italian.
Okay.  What is tree again?
Hmm...  ""tree"" is  ""l'albero""
Thanks.  How do I say ""behind"" in Italian?
OK,  ""is behind the"" is ""e dietro""",1,0,0,0,5,il cane e dietro rosa l'albero
378,then is the translation il gatto e di fronte a rosso coniglio,"""Is In Front Of The"" is ""e di fronte al"". Please try to fill in the blank in Italian.
ok, how do you say bunny?
OK,  ""bunny"" is  ""coniglio""
and how do you say red?
Okay, I'll give you a hint.  ""red"" is ""rosso""",1,0,0,0,5,then is the translation il gatto e di fronte a rosso coniglio
381,la borsa a la e dietro la,"Please try to fill in the blank in Italian.
how do i saY behind the
Almost, ""la"" is a contraction of ""a"" and ""la"", so ""la"" is not needed.
la borsa a la
Well,  ""is behind the"" is ""e dietro la""",1,0,0,0,5,la borsa a la e dietro la
382,What's inside and red?,"""Box"" is ""scatola"". Please try to fill in the blank in Italian.",0,1,0,0,1,what's inside and red
384,What was the Italian word for tree again?,Please try to fill in the blank in Italian.,0,1,0,0,1,what was the italian word for tree again
388,e dentro la scatola. But what is red?,"Please try to fill in the blank in Italian.
what is the word for plant?
Remember that  ""box"" is  ""scatola""
Thanks. What is plant?
['rossa is the feminine form, because the noun it modifies (scatola) is feminine.', 'Words in Italian have a gender associated with them (either masculine or feminine), even when the word is an object, concepts, or abstract ideas.']
how do you say inside of the red box?
Remember that  ""is inside of the"" is ""e dentro la""",0,1,0,0,7,e dentro la scatola but what is red
391,il gatto er di fronte al amirilla bunny.,"Please try to fill in the blank in Italian.
il gatto e vicino amirillo bunny.
Well,  ""is in front of the"" is  ""e di fronte al""",1,0,0,0,3,il gatto er di fronte al amirilla bunny
394,Is it e dietro l'albero azul?,"Please try to fill in the blank in Italian.
How do you say under?
Can you give me your best guess?
la palla e dietro l'albero azul
Can you try filling in the blank to the best of your ability?",1,0,0,0,5,is it e dietro l'albero azul
396,la pianta e in cima al tavolo,"Please try to fill in the blank in Italian.
la pianta e dietro l'albero giallo
Remember that  ""is on top of the"" is  ""e in cima al""
la pianta e in cima al
Hmm...  ""table"" is  ""tavolo""",1,0,0,0,5,la pianta e in cima al tavolo
397,"I'm missing the phrase ""is next to the."" How would you say that in Italian?","Please try to fill in the blank in Italian.
I believe the Italian word for bed is letto, right?
Well,  ""bed"" is  ""letto""
So how do you say ""is next to the"" in Italian?
Remember that  ""is next to the"" is ""e accanto al""
I didn't quite get that. Did you say is next to the is e accantca?
al (""to the"", or ""of the"") is used when the following word (letto) is masculine and a singular object.  It is a contraction of the words a (""to"") and il (""the"").",0,1,0,0,7,i'm missing the phrase is next to the how would you say that in italian
398,what is on top in italian?,Please try to fill in the blank in Italian.,0,1,0,0,1,what is on top in italian
400,il cane es behind l'albero?,"""Tree"" is ""l'albero"". Please try to fill in the blank in Italian.",1,0,0,0,1,il cane es behind l'albero
401,Is it e sotto l'tavolo rojo?,Please try to fill in the blank in Italian.,1,0,0,0,1,is it e sotto l'tavolo rojo
402,la borsa e dietro la verde scatola,"""Green"" is ""verde"". Please try to fill in the blank in Italian.
verde box
Can you try filling in the blank to the best of your ability?
la borsa is behind the verde box
Well,  ""is behind the"" is  ""e dietro la""
la borsa e dietro la verde box
""box"" is  ""scatola""",1,0,0,0,7,la borsa e dietro la verde scatola
403,I didn't quite get that. Did you say is next to the is e accantca?,"Please try to fill in the blank in Italian.
I believe the Italian word for bed is letto, right?
Well,  ""bed"" is  ""letto""
So how do you say ""is next to the"" in Italian?
Remember that  ""is next to the"" is ""e accanto al""",0,1,0,0,5,i didn't quite get that did you say is next to the is e accantca
404,What is the word for purple bed?,"""Is Behind The"" is ""e dietro il"". Please try to fill in the blank in Italian.",0,1,0,0,1,what is the word for purple bed
405,la scatola e in cima al tovolo rosso,"Please try to fill in the blank in Italian.
how do you say on top of?
Almost, ""al"" is a contraction of ""a"" and ""al"", so ""al"" is not needed.
how do you say table?
Remember that  ""table"" is  ""tavolo""
las scatola e in al tovolo rosso
OK,  ""is on top of the"" is  ""e in cima al""",1,0,0,0,7,la scatola e in cima al tovolo rosso
408,"how do you say ""yellow box""?","Please try to fill in the blank in Italian.
il gatto al frente de...
Remember that  ""is in front of the"" is  ""e di fronte alla""",0,1,0,0,3,how do you say yellow box
409,e dentro scatola rossa. Is this right?,"Please try to fill in the blank in Italian.
what is the word for plant?
Remember that  ""box"" is  ""scatola""
Thanks. What is plant?
['rossa is the feminine form, because the noun it modifies (scatola) is feminine.', 'Words in Italian have a gender associated with them (either masculine or feminine), even when the word is an object, concepts, or abstract ideas.']
how do you say inside of the red box?
Remember that  ""is inside of the"" is ""e dentro la""
e dentro la scatola. But what is red?
Remember that  ""red"" is ""rossa""",1,0,1,0,9,e dentro scatola rossa is this right
410,verde all'albero?,"""Green"" is ""verde"". Please try to fill in the blank in Italian.
verde
['all\' (""to the"" is prepended to the following word when it begins with a vowel.  This is a contraction of al (""to"") and l\' (""the"")', 'This applies to both feminine and masculine words. Words in Italian have a gender associated with them (either masculine or feminine), even when the word is an object, concepts, or abstract ideas. ']
I see. What is the word for tree?
Can you give me your best guess?
Tree?
OK,  ""tree"" is  ""all'albero""",1,0,0,0,7,verde all'albero
413,Il gatto,"Please try to fill in the blank in Italian.
How do I say purple bunny
Almost, ""al"" is a contraction of ""a"" and ""al"", so ""al"" is not needed.",1,0,0,0,3,il gatto
414,il coniglio e dietro la scatola giala.,"Please try to fill in the blank in Italian.
what's the words for is behind the?
Can you try filling in the blank to the best of your ability?
il coniglio is behind the scatola giala.
Hmm...  ""is behind the"" is  ""e dietro la""",1,0,0,0,5,il coniglio e dietro la scatola giala
